parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
K;1.4955994748141535;0.2329043654185969;0.0011645218270929846;0.002474759216797812;10338.422918452998;1.0004264980138264;0.8269900097688496
r;0.9480478238835847;0.0967162500687426;0.000483581250343713;0.0009563966084498624;9989.025786630871;1.0005489001862422;0.7990410721273988
bpsd;0.23637105018578367;0.06412786419939924;0.0003206393209969962;0.0008759045448345056;6386.028056150211;1.0005207433279306;0.5108304667159106
bosd;0.2636218940372375;0.1625513240467973;0.0008127566202339865;0.004841814108516335;1004.8276124411877;1.0032863057565822;0.08037806187494338
q1;0.18933802869404817;0.04673069524822779;0.00023365347624113893;0.0006544767632055124;4662.8468671080245;1.0009763285916946;0.37298994310800854
m[1];0.5088482178373095;0.14941435003539233;0.0007470717501769617;0.0010968695769713998;21548.156369071476;0.9999720871766428;1.723677797544159
m[2];0.6547415120050359;0.24921796232226157;0.0012460898116113078;0.0019133118281413127;16507.717712741895;1.0002533335778736;1.3204835728044122
m[3];0.6834537262572132;0.26065434409132454;0.0013032717204566227;0.00221501071255904;13367.736603223031;1.0004209586779853;1.06931054294121
m[4];0.6069495503634273;0.25404973522507857;0.0012702486761253927;0.001980008796453468;14936.869026932616;1.0002106892738674;1.194828414346531
m[5];0.6572257360278067;0.25653964865195866;0.0012826982432597933;0.0024096062672993974;14186.493832504779;1.000530174073895;1.134804482818004
m[6];0.6433168836671557;0.230318755808112;0.00115159377904056;0.0019530808651565305;15297.377062289264;1.000028926138138;1.2236661341837802
m[7];0.5296195387112889;0.059581018671519936;0.0002979050933575997;0.0007380607298375306;6448.380542947018;1.0009506535601167;0.515818160107053
m[8];0.6261447442043061;0.06880216084220121;0.00034401080421100607;0.0008778711571890745;5482.226954142304;1.0009576316102535;0.43853370655488794
m[9];0.41861516802011445;0.05369126619306905;0.0002684563309653453;0.0006897674656015295;5679.23614203772;1.0009333070173738;0.4542928442403254
m[10];0.49032096036258455;0.06124488965953901;0.00030622444829769504;0.0008929425644718706;4374.318278069385;1.001019099883407;0.34990999536842027
m[11];1.0622471373270708;0.12187831947691498;0.0006093915973845749;0.0018977763643964283;3558.324200634872;1.001101392779481;0.28463708523583026
m[12];1.0717409912011528;0.11202977695494284;0.0005601488847747142;0.001744169700129864;3613.552496185737;1.0012106622558063;0.28905490109008447
m[13];0.597007710033297;0.06382882416542139;0.00031914412082710694;0.0007817714013424441;6488.947870368771;1.0006397807580643;0.5190632173817878
m[14];0.31239300133602294;0.04878987887054534;0.0002439493943527267;0.000537366847417888;7258.778623484733;1.0005271427831024;0.5806434358601198
m[15];0.2059939691530773;0.0428457762830057;0.00021422888141502846;0.0004143896335135117;10076.06595351703;1.000293948396871;0.8060035797585181
m[16];0.20713134625167595;0.04241807890053001;0.00021209039450265;0.0004189065131586436;10386.594388626758;1.0001364133976611;0.8308433368095216
m[17];0.27694908449943023;0.04517373478781746;0.0002258686739390873;0.0004195930926236292;10797.359124281506;1.000182820333214;0.8637011851903895
m[18];0.25882121368584876;0.04705494187459973;0.00023527470937299863;0.00048309737111834866;8708.715645795424;1.0001866498963172;0.6966266415872426
m[19];0.14303975519758075;0.03900209396805306;0.00019501046984026532;0.0003173298873493137;13979.435376422882;1.0003915211614876;1.1182414851568951
m[20];0.14963374664458715;0.04242515965027587;0.00021212579825137935;0.000434751224896917;9099.791908320585;1.0004147053520414;0.7279095717514541
m[21];0.2582501354070485;0.047652867108332775;0.00023826433554166387;0.0005129278500507856;7406.603553635246;1.000399766942851;0.5924682317108534
m[22];0.2527323719221612;0.04635446398238202;0.0002317723199119101;0.00046753798756448155;8451.085085057422;1.0003029335364928;0.6760182855911663
m[23];0.14528095773300864;0.03922067312556364;0.0001961033656278182;0.0003101413859603001;18752.61866371473;1.0003028004200776;1.5000574472743227
m[24];0.15610631257922186;0.042867997399725306;0.00021433998699862651;0.0003924814051831663;10983.926453509932;1.0001565941526713;0.87862505884483
m[25];0.3407412776216746;0.20967647127371483;0.001048382356368574;0.0018834218184708498;11275.338179392358;1.0001298491036923;0.9019356341555107
m[26];0.5329025841120097;0.291214815132348;0.0014560740756617398;0.002906871008703982;10248.221681749217;1.0002922540146473;0.8197746421822057
m[27];0.6829414806111607;0.3039623827446021;0.0015198119137230103;0.003109197510538941;9651.79049516624;1.0003518045564155;0.7720649831066115
m[28];0.7759856261342236;0.28624757565227776;0.0014312378782613889;0.0027815471195341756;11017.937836252611;1.000307397154393;0.8813456937006954
m[29];0.8272030799063547;0.26483271958953813;0.0013241635979476907;0.002291179023331111;13608.51516604619;1.0002904444945986;1.0885708757397303
